Date,Portfolio_Value
2023-09-01,16776.848563279593
2023-09-05,16635.413376897166
2023-09-06,16169.98136801905
2023-09-07,16127.645550845244
2023-09-08,16219.711717581904
2023-09-11,16330.063961432339
2023-09-12,16234.209711114128
2023-09-13,16215.270971947193
2023-09-14,16384.5925220451
2023-09-15,16323.434194814612
2023-09-18,16375.671488784776
2023-09-19,16316.340227092027
2023-09-20,16218.067074433267
2023-09-21,16042.709921511494
2023-09-22,16052.897717805092
2023-09-25,15981.214408519922
2023-09-26,15681.026095590669
2023-09-27,15337.074285725019
2023-09-28,15259.299221768713
2023-09-29,15274.0008150302
2023-10-02,14991.607354048361
2023-10-03,14948.175037710098
2023-10-04,14886.187777654373
2023-10-05,14884.185357335171
2023-10-06,15065.774756636149
2023-10-09,15242.688651322747
2023-10-10,15308.21596641951
2023-10-11,15340.259490547749
2023-10-12,15226.087497238892
2023-10-13,15281.683352304271
2023-10-16,15340.91095131968
2023-10-17,15278.428483794321
2023-10-18,15148.015937314553
2023-10-19,15118.627994413315
2023-10-20,15029.980534777369
2023-10-23,15017.48982921074
2023-10-24,15247.555109688574
2023-10-25,15287.744517408946
2023-10-26,15155.116457128772
2023-10-27,15002.822796046801
2023-10-30,15222.548053278622
2023-10-31,15385.844266947179
2023-11-01,15445.768219367334
2023-11-02,15783.47007140194
2023-11-03,15761.635197483429
2023-11-06,15754.15443875953
2023-11-07,15735.362865050058
2023-11-08,15693.33813290764
2023-11-09,15482.241391517557
2023-11-10,15508.565016033217
2023-11-13,15441.863088014843
2023-11-14,15788.301373298093
2023-11-15,15839.486098969901
2023-11-16,15821.084380633007
2023-11-17,15889.858991021503
2023-11-20,15994.84001354095
2023-11-21,16000.884035667641
2023-11-22,16044.637432743826
2023-11-24,16062.272486586493
2023-11-27,15946.514428107446
2023-11-28,15954.766296382073
2023-11-29,15972.235013247418
2023-11-30,16118.30450703261
2023-12-01,16257.622059912637
2023-12-04,16220.402369923762
2023-12-05,16276.607662296492
2023-12-06,16362.727113963225
2023-12-07,16341.426358903027
2023-12-08,16447.662980184334
2023-12-11,16448.882698774298
2023-12-12,16441.456392858152
2023-12-13,16742.364979187205
2023-12-14,16790.598097432943
2023-12-15,16609.44163890544
2023-12-18,16591.77994463496
2023-12-19,16704.290645363813
2023-12-20,16422.936274134547
2023-12-21,16533.313463534236
2023-12-22,16500.56314898469
2023-12-26,16578.78973992302
2023-12-27,16587.940901995527
2023-12-28,16607.746320828202
2023-12-29,16602.727440481412
2024-01-02,16532.334714201595
2024-01-03,16441.519851690726
2024-01-04,16383.951610022094
2024-01-05,16350.999813158327
2024-01-08,16531.299888260906
2024-01-09,16382.180319423338
2024-01-10,16447.875039258237
2024-01-11,16292.322118400392
2024-01-12,16371.905302535619
2024-01-16,16161.843822226625
2024-01-17,15956.861817845007
2024-01-18,16138.032608487141
2024-01-19,16165.259485434532
2024-01-22,16194.475255979192
2024-01-23,16085.102891893608
2024-01-24,16062.424161648774
2024-01-25,16270.761101664237
2024-01-26,16493.66531773271
2024-01-29,16549.443494573436
2024-01-30,16500.644902151555
2024-01-31,16317.670436088458
2024-02-01,16461.930837096384
2024-02-02,16284.226378784928
2024-02-05,16142.57703133131
2024-02-06,16274.388562968188
2024-02-07,16329.770368134594
2024-02-08,16316.45467065721
2024-02-09,16390.334064884286
2024-02-12,16475.861172518948
2024-02-13,16163.654708472388
2024-02-14,16161.676906990637
2024-02-15,16375.324764432933
2024-02-16,16313.851152413077
2024-02-20,16347.1025547626
2024-02-21,16462.270751331336
2024-02-22,16576.811955193753
2024-02-23,16623.218560566424
2024-02-26,16479.028914794515
2024-02-27,16568.639097742063
2024-02-28,16542.646831384354
2024-02-29,16505.29301849218
2024-03-01,16504.95584379903
2024-03-04,16372.84388554084
2024-03-05,16257.626589658144
2024-03-06,16281.414197638609
2024-03-07,16338.978655485884
2024-03-08,16488.798968005387
2024-03-11,16616.009489975604
2024-03-12,16650.038511569484
2024-03-13,16748.82524037766
2024-03-14,16767.859049942163
2024-03-15,16739.8440240532
2024-03-18,16666.536677373402
2024-03-19,16674.02965557944
2024-03-20,16916.888483674713
2024-03-21,16692.317600962968
2024-03-22,16666.511590210288
2024-03-25,16681.59182530386
2024-03-26,16580.465741051466
2024-03-27,16957.46266386807
2024-03-28,16938.76388997402
2024-04-01,16837.727570955092
2024-04-02,16737.66384831295
2024-04-03,16615.512629720095
2024-04-04,16624.28001372972
2024-04-05,16645.539339871015
2024-04-08,16665.0010266487
2024-04-09,16659.530160174654
2024-04-10,16474.138488160675
2024-04-11,16603.852235720246
2024-04-12,16434.5856169254
2024-04-15,16401.219825590848
2024-04-16,16324.034092729418
2024-04-17,16398.016866805774
2024-04-18,16401.90082114348
2024-04-19,16473.930768203758
2024-04-22,16565.279258333638
2024-04-23,16689.681770210012
2024-04-24,16716.73451726803
2024-04-25,16681.32609375981
2024-04-26,16611.273627618684
2024-04-29,16780.89557201225
2024-04-30,16570.510869571786
2024-05-01,16757.24087607188
2024-05-02,16844.33955394366
2024-05-03,17157.696548061103
2024-05-06,17181.535804659834
2024-05-07,17285.144036124686
2024-05-08,17328.809536698012
2024-05-09,17489.25869475786
2024-05-10,17420.831274695603
2024-05-13,17546.511361549234
2024-05-14,17652.129907093746
2024-05-15,17763.849768150034
2024-05-16,17760.497450463783
2024-05-17,17768.068723001565
2024-05-20,17703.905830509913
2024-05-21,17740.027485818562
2024-05-22,17655.644831707283
2024-05-23,17406.941741904768
2024-05-24,17500.393135187474
2024-05-28,17385.519632655105
2024-05-29,17196.25283311245
2024-05-30,17420.142516794498
2024-05-31,17663.67415981179
2024-06-03,17642.200130219477
2024-06-04,17634.417904049333
2024-06-05,17676.91935878823
2024-06-06,17699.897705464413
2024-06-07,17679.112829072277
2024-06-10,17588.417403437437
2024-06-11,17559.95790891391
2024-06-12,17577.949257134886
2024-06-13,17606.22962651234
2024-06-14,17471.254585665552
2024-06-17,17570.74271312361
2024-06-18,17381.802680201094
2024-06-20,17507.966957029108
2024-06-21,17539.57312713411
2024-06-24,17683.77933646297
2024-06-25,17661.691089876924
2024-06-26,17664.256638071125
2024-06-27,17617.418004666462
2024-06-28,17434.367762619662
2024-07-01,17491.42993640136
2024-07-02,17566.216464647197
2024-07-03,17672.776292272258
2024-07-05,17781.99041759935
2024-07-08,17660.0022567976
2024-07-09,17646.383950277097
2024-07-10,17889.14054868418
2024-07-11,17957.606865516445
2024-07-12,18199.96352513958
2024-07-15,17886.00702839361
2024-07-16,17977.83187430021
2024-07-17,18008.231147667313
2024-07-18,17937.576607181963
2024-07-19,17872.76417182269
2024-07-22,18000.18550870765
2024-07-23,17993.83406565074
2024-07-24,18144.817851748703
2024-07-25,18176.254196400198
2024-07-26,18307.825076772086
2024-07-29,18238.373661492376
2024-07-30,18340.357246890504
2024-07-31,18439.321267996405
2024-08-01,18523.1418099993
2024-08-02,18671.94234324458
2024-08-05,18234.43954619545
2024-08-06,18129.42185536591
2024-08-07,18231.487303561906
2024-08-08,18422.06446007228
2024-08-09,18491.105678267817
2024-08-12,18534.450713374983
2024-08-13,18644.359079389094
2024-08-14,18727.61795538308
2024-08-15,18800.276651010132
2024-08-16,18913.038050168536
2024-08-19,19052.192739679886
2024-08-20,19076.9001632315
2024-08-21,19136.186311171467
2024-08-22,19070.954010630678
2024-08-23,19241.397413475486
2024-08-26,19317.093825148146
2024-08-27,19229.84000001846
2024-08-28,19192.560736750853
2024-08-29,19349.11475925543
2024-08-30,19417.983162879475
2024-09-03,19292.879663563006
2024-09-04,19231.875394158105
2024-09-05,18993.251823280447
2024-09-06,18876.727183781917
2024-09-09,19074.532493681614
2024-09-10,19070.771065096604
2024-09-11,19066.52050628016
2024-09-12,19068.495327083678
2024-09-13,19151.61921528655
2024-09-16,19106.972685428864
2024-09-17,19084.390971292116
2024-09-18,19044.422186972497
2024-09-19,19177.38234691809
2024-09-20,19090.500484864817
2024-09-23,19178.26759343133
2024-09-24,19319.942149369093
2024-09-25,19249.698324257395
2024-09-26,19655.991841017818
2024-09-27,19831.12359467925
2024-09-30,19884.56147480303
2024-10-01,19787.711891534942
2024-10-02,19772.800271600277
2024-10-03,19688.384165459658
2024-10-04,19665.5827306794
2024-10-07,19453.783645744978
2024-10-08,19444.564024361734
2024-10-09,19500.740348307107
2024-10-10,19455.803050228857
2024-10-11,19513.688912824204
2024-10-14,19579.186799558058
2024-10-15,19328.832929165168
2024-10-16,19480.799982339446
2024-10-17,19462.688681287196
2024-10-18,19696.717135379706
2024-10-21,19585.894094112286
2024-10-22,19364.60027447981
2024-10-23,19315.5829992082
2024-10-24,19227.336929613
2024-10-25,19069.174740270293
2024-10-28,19210.925126655464
2024-10-29,18935.901114082633
2024-10-30,18805.83672194291
2024-10-31,18684.137168534537
2024-11-01,18521.359730830794
2024-11-04,18488.09124536824
2024-11-05,18555.239480766337
2024-11-06,18307.298593528594
2024-11-07,18516.370434905264
2024-11-08,18532.863332036068
2024-11-11,18413.103873844797
2024-11-12,18091.969741109457
2024-11-13,18047.373856214886
2024-11-14,18034.27906037956
2024-11-15,18075.64460710923
2024-11-18,18154.6528145402
2024-11-19,18107.45121174139
2024-11-20,18097.2232098978
2024-11-21,18184.97952689865
2024-11-22,18183.699871793222
2024-11-25,18220.67903902411
2024-11-26,18310.924183190382
2024-11-27,18416.271341435695
2024-11-29,18493.582169507506
2024-12-02,18503.224426698478
2024-12-03,18453.00879119476
2024-12-04,18358.87715323725
2024-12-05,18398.14481156149
2024-12-06,18461.629556523527
2024-12-09,18597.299327689754
2024-12-10,18477.333725292778
2024-12-11,18379.87438665775
2024-12-12,18258.870849600844
2024-12-13,18261.92608160986
2024-12-16,18130.07373352099
2024-12-17,18219.32813640903
2024-12-18,17860.745039543246
2024-12-19,17810.67431149672
2024-12-20,18079.436967734884
2024-12-23,18164.49634414472
2024-12-24,18270.822203246724
2024-12-26,18268.521305638995
2024-12-27,18179.838882161916
2024-12-30,18000.05513353163
