Date,LVMUY,JNJ,LMT,NEE,AAPL
2020-01-03,-0.008909594242553998,-0.011577823125138331,0.035981371770929194,0.0071240925751951956,-0.009722035908696136
2020-01-06,-0.0002142923010333142,-0.0012473934486888494,-0.0015225768037474552,0.0049934434548211115,0.00796846368471349
2020-01-07,-0.009419658418355792,0.006106621717272498,0.00336456418835529,-0.0008694443538644903,-0.004703185698346046
2020-01-08,0.008212709720884392,-0.0001376725879032037,-0.008371272803091578,-0.0004558863500582211,0.016086335736627877
2020-01-09,0.01286160577934825,0.0029661940948366716,0.009488336667320185,0.007835897663200253,0.02124128508527301
2020-01-10,-0.0044443820072904705,-0.0022699383475925927,-0.002651255459465096,0.001892287528310721,0.002260068343812538
2020-01-13,0.01477465467638761,0.004412170506686186,0.012541559706008565,0.011701815326161213,0.021364711881693088
2020-01-14,0.002408861478375046,0.005627775643117339,-0.0068732098772346095,0.005397616952224293,-0.013503545515738624
2020-01-15,0.005015907534402508,0.003344654270551306,0.011558804186611704,0.015541297077187766,-0.004285143102968347
2020-01-16,0.0028071027462552856,0.008094401576085763,0.011283592836329737,0.0027426436467046234,0.012526283644182845
2020-01-17,0.0075688940049745135,0.006545156506366556,-9.379135172504771e-05,0.004479321438389139,0.011070933167980801
2020-01-21,-0.03210546452276386,0.0006704887079815869,0.001151384111950815,0.0137727979154747,-0.006776887997740677
2020-01-22,-0.00489039251245571,-0.006832893717531485,-0.004059857333606032,0.01171708803505589,0.0035698296307655752
2020-01-23,-0.014209276005018534,0.0018884543953270327,0.010273055898363026,0.0006924371195109469,0.0048156659623999065
2020-01-24,-0.011704861142295075,-0.0014136405738444102,0.008675596638808347,0.013995706571997779,-0.0028820558142642616
2020-01-27,-0.02763458784620776,0.0028991207371869,-0.0002773674349765276,0.011451536216871006,-0.029405494646884467
2020-01-28,0.002819223436164364,0.005041946011679732,0.011078321891431209,-0.003486698361981233,0.028289592506156147
2020-01-29,0.008209849118239854,0.006956436700829904,-0.007617345267848741,-0.00018789583478573402,0.020932309643443725
